product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank,scenario,contingency_severity,contingency_impact_score,lost_sales_exposure,cost_change_vs_optimized,fill_rate_change_vs_optimized,additional_safety_stock_required,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,contingency_action,contingency_confidence,primary_risk_driver_contingency,action_type,action_priority,action_owner,action_horizon,executive_action_score,executive_action,expected_business_outcome,executive_rationale,executive_confidence,scenario_response,policy_change_required
P00292,Electronics,Seasonal,Low,Supplier,0.95,30,18,78,170,0.979,0.0205,87,17.86,1672.68,0.9,14.0,74.0,255.0,45.0,0.9906,0.011,39.0,25.34,1077.62,16.0,4080.0,0.1875,0.56,48.0,-595.06,595.06,7.48,0.0116,-4.0,Increase order quantity to reduce ordering frequency,0.0116,0.5517,0.4188,85.0,0.5,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0803,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0956,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.111,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 48 units while reducing modeled cost by ₹595. Fill rate changes by +1.16%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2317,15.0,161.08,-0.031,7,81,345,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2536,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹595.06, with lost-sales change of 48 units.",Low,Monitor scenario exposure,1
P00934,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,809,3586,7934,0.9994,0.0027,108,17.83,11111.36,0.9,630.0,3407.0,11901.0,45.0,0.9982,0.0041,343.0,25.0,17051.25,16.0,190416.0,0.0,0.0,-235.0,5939.9,-5939.9,7.17,-0.0012,-179.0,Increase order quantity to reduce ordering frequency,-0.0012,-2.1759,0.4021,3967.0,0.5,-0.2213,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1107,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.328,132.0,2548.81,-0.031,234,3641,16067,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2536,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-5,939.90, with lost-sales change of -235 units.",Low,Monitor scenario exposure,1
P01001,Electronics,Seasonal,Low,Demand Volatility,0.95,30,88,383,842,0.989,0.0123,225,17.62,3838.83,0.9,68.0,363.0,842.0,30.0,0.9973,0.0041,55.0,17.67,2141.28,24.0,20208.0,0.125,0.25,170.0,-1697.55,1697.55,0.04,0.0083,-20.0,Maintain current inventory policy,0.0083,0.7556,0.0023,0.0,0.0,-0.2273,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0239,Low risk driven primarily by demand variability and forecast uncertainty.,0.0896,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.113,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 170 units while reducing modeled cost by ₹1,698. Fill rate changes by +0.83%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2368,21.0,320.08,-0.031,26,389,1137,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2535,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01400,Office Supplies,Stable,Low,Demand Volatility,0.95,30,516,2350,7335,0.9975,0.0041,448,17.66,13715.09,0.9,402.0,2236.0,7335.0,30.0,0.9976,0.0041,427.0,16.68,13024.52,24.0,176040.0,0.0,0.0,21.0,-690.57,690.57,-0.98,0.0001,-114.0,Maintain current inventory policy,0.0001,0.0469,-0.0555,0.0,0.0,-0.2209,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0311,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1013,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 21 units while reducing modeled cost by ₹691. Fill rate changes by +0.01%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.3213,165.0,1946.89,-0.031,158,2394,9903,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2535,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01548,Personal Care,Stable,Low,Supplier,0.95,30,526,2386,7439,0.9998,0.0014,40,17.43,9644.7,0.9,409.0,2269.0,11158.0,45.0,0.9982,0.0027,333.0,23.6,15434.98,16.0,178528.0,0.0625,0.06,-293.0,5790.28,-5790.28,6.17,-0.0016,-117.0,Increase order quantity to reduce ordering frequency,-0.0016,-7.325,0.354,3719.0,0.4999,-0.2224,Inventory increase,Service deterioration,Limited financial benefit,0.0029,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0253,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1145,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.3207,129.0,2307.21,-0.031,157,2426,15064,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2535,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-5,790.28, with lost-sales change of -293 units.",Low,Monitor scenario exposure,1
P00941,Home Appliances,Volatile,Low,Demand Volatility,0.95,30,82,361,557,0.9867,0.0137,180,19.33,3118.28,0.9,64.0,343.0,836.0,45.0,0.9971,0.0027,39.0,25.94,1753.57,16.0,13376.0,0.0625,0.31,141.0,-1364.72,1364.72,6.6,0.0104,-18.0,Increase order quantity to reduce ordering frequency,0.0104,0.7833,0.3414,279.0,0.5009,-0.2195,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0148,Low risk driven primarily by demand variability and forecast uncertainty.,0.0947,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1103,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 141 units while reducing modeled cost by ₹1,365. Fill rate changes by +1.04%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2334,15.0,262.12,-0.031,24,367,1129,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2534,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,364.72, with lost-sales change of 141 units.",Low,Monitor scenario exposure,1
P00271,Accessories,Trending,Low,Demand Volatility,0.95,30,164,626,1629,0.9896,0.0137,411,17.86,6649.94,0.9,127.0,589.0,1629.0,30.0,0.993,0.011,279.0,17.2,5258.42,24.0,39096.0,0.0,0.0,132.0,-1391.52,1391.52,-0.66,0.0033,-37.0,Maintain current inventory policy,0.0033,0.3212,-0.037,0.0,0.0,-0.2256,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0587,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1083,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 132 units while reducing modeled cost by ₹1,392. Fill rate changes by +0.33%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2738,108.0,786.02,-0.031,56,645,2200,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2534,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01196,Accessories,Stable,Low,Demand Volatility,0.95,30,321,1450,4514,0.9957,0.0055,468,16.96,10385.61,0.9,250.0,1379.0,4514.0,30.0,0.9963,0.0055,408.0,16.85,9752.34,24.0,108336.0,0.0833,0.17,60.0,-633.27,633.27,-0.11,0.0005,-71.0,Maintain current inventory policy,0.0005,0.1282,-0.0065,0.0,0.0,-0.2212,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0108,Low risk driven primarily by demand variability and forecast uncertainty.,0.0366,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1048,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 60 units while reducing modeled cost by ₹633. Fill rate changes by +0.05%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.306,157.0,1457.77,-0.031,104,1483,6094,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2534,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01465,Accessories,Stable,Low,Supplier,0.95,30,267,1206,3755,0.997,0.0055,272,17.44,7687.07,0.9,208.0,1147.0,3755.0,30.0,0.9953,0.0055,429.0,17.2,9195.99,24.0,90120.0,0.0,0.0,-157.0,1508.92,-1508.92,-0.24,-0.0017,-59.0,Maintain current inventory policy,-0.0017,-0.5772,-0.0138,0.0,0.0,-0.221,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1151,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.24 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.3062,166.0,1374.61,-0.031,90,1237,5070,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2534,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01225,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,79,347,766,0.9877,0.0123,229,18.12,3815.72,0.9,62.0,330.0,1150.0,45.0,0.9942,0.0068,108.0,24.33,2723.36,16.0,18400.0,0.1875,0.5,121.0,-1092.36,1092.36,6.22,0.0065,-17.0,Increase order quantity to reduce ordering frequency,0.0065,0.5284,0.3433,384.0,0.5013,-0.2152,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0717,Low risk driven primarily by demand variability and forecast uncertainty.,0.0786,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1147,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 121 units while reducing modeled cost by ₹1,092. Fill rate changes by +0.65%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2459,42.0,407.09,-0.031,26,356,1553,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2533,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,092.36, with lost-sales change of 121 units.",Low,Monitor scenario exposure,1
P00392,Home Appliances,Seasonal,Low,Supplier,0.95,30,59,258,568,0.9844,0.0178,215,17.1,3397.39,0.9,46.0,245.0,852.0,45.0,0.9904,0.011,133.0,24.61,2662.08,16.0,13632.0,0.25,0.56,82.0,-735.31,735.31,7.52,0.0059,-13.0,Increase order quantity to reduce ordering frequency,0.0059,0.3814,0.4398,284.0,0.5,-0.2203,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1071,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0743,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1158,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 82 units while reducing modeled cost by ₹735. Fill rate changes by +0.59%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2488,51.0,397.93,-0.031,22,267,1151,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2532,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹735.31, with lost-sales change of 82 units.",Low,Monitor scenario exposure,1
P00064,Home Appliances,Volatile,Low,Supplier,0.95,30,123,542,838,0.9936,0.0068,130,20.37,3038.15,0.9,96.0,515.0,1257.0,45.0,0.9889,0.011,227.0,26.91,4173.76,16.0,20112.0,0.125,0.44,-97.0,1135.61,-1135.61,6.54,-0.0048,-27.0,Increase order quantity to reduce ordering frequency,-0.0048,-0.7462,0.3211,419.0,0.5,-0.2195,Inventory increase,Service deterioration,Limited financial benefit,0.0421,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0292,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1469,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2644,88.0,623.89,-0.031,43,558,1697,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2532,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-1,135.61, with lost-sales change of -97 units.",Low,Monitor scenario exposure,1
P00185,Home Appliances,Seasonal,Low,Supplier,0.95,30,46,200,439,0.984,0.0123,171,17.75,2830.02,0.9,36.0,190.0,659.0,45.0,0.9949,0.0068,54.0,25.97,1700.87,16.0,10544.0,0.125,0.12,117.0,-1129.14,1129.14,8.22,0.0109,-10.0,Increase order quantity to reduce ordering frequency,0.0109,0.6842,0.4631,220.0,0.5011,-0.2174,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0115,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0936,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1085,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 117 units while reducing modeled cost by ₹1,129. Fill rate changes by +1.09%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2348,21.0,254.24,-0.031,15,205,890,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2531,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,129.14, with lost-sales change of 117 units.",Low,Monitor scenario exposure,1
