product_id,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank,category,demand_class,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,contingency_severity,scenario_type,contingency_multiplier,lost_sales_exposure,calculated_additional_safety_stock,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,inventory_buffer_days,contingency_action,contingency_recommendation,decision_urgency,contingency_confidence,executive_contingency_decision,contingency_inventory_cost,contingency_impact_score,contingency_policy_change,severity_rank
P00543,Low,Demand Volatility,1.0,0.0,0.0,60.95,314.6,1001.0,16016.0,16.0,33.208,0.9748,0.0265,75.0,2440.8428,243.12,-243.1228,7.0,7.0,-0.021,8.098,High,Review safety-stock buffer,Supplier Disruption,0.133,0.116,Medium,Increase order quantity,2440.84,2197.72,68.0,0.9958,53.0,1001.0,25.11,0.1029,0.1106,0.0,0.0,0.25,0.212,Moderate exposure,243.1228000000001,0.1,58.3,14,1101.1,100.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹243. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.0830004812561516,0.175,3,Electronics,Trending,0.9,53.0,242.0,1001.0,45.0,0.9958,0.0055,68.0,25.11,2197.72,0.0,0.0,Moderate,Supplier stress,0.25,7.0,14,256,1252,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 14 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,30.73734265734265,0.161,0,3
P01294,Low,Demand Volatility,1.0,0.0,0.0,65.55,413.4,1043.0,25032.0,24.0,21.7287,0.9769,0.0251,60.0,2535.2015,252.52,-252.5215,6.0,6.0,-0.021,5.2987,High,Review safety-stock buffer,Supplier Disruption,0.0326,0.1015,Medium,Maintain policy,2535.2,2282.68,54.0,0.9979,57.0,1043.0,16.43,0.1111,0.1106,0.0,0.0,0.25,0.2119,Moderate exposure,252.5215000000003,0.1,62.7,15,1147.3000000000002,104.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹253. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.0829712379909107,0.175,3,Office Supplies,Stable,0.9,57.0,318.0,1043.0,30.0,0.9979,0.0041,54.0,16.43,2282.68,0.0,0.0,Moderate,Supplier stress,0.25,6.0,15,333,1304,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 15 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,32.82857142857143,0.161,0,3
P00175,Low,Supplier,1.0,0.377,0.2167,65.55,409.5,1032.0,24768.0,24.0,21.8609,0.9772,0.0265,51.0,2440.2764,243.07,-243.0664,5.0,5.0,-0.021,5.3309,High,Review safety-stock buffer,Supplier Disruption,0.0287,0.1197,Low,Maintain policy,2440.28,2197.21,46.0,0.9982,57.0,1032.0,16.53,0.1087,0.1106,0.0483429999999999,0.03697027725222503,0.25,0.2153,Moderate exposure,243.06640000000016,0.1,62.7,15,1135.2,103.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹243. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.0824661982595763,0.1805,3,Personal Care,Stable,0.9,57.0,315.0,1032.0,30.0,0.9982,0.0055,46.0,16.53,2197.21,0.1667,0.29,Moderate,Supplier stress,0.25,5.0,15,330,1290,37.5,7.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 15 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,31.936191860465115,0.161,0,3
P00078,Low,Supplier,1.0,0.13,0.0812,90.85,471.9,502.0,24096.0,48.0,13.7276,0.977,0.0237,54.0,2648.252,263.78,-263.782,5.0,5.0,-0.021,3.3475,High,Review safety-stock buffer,Supplier Disruption,0.0287,0.1012,Medium,Reduce order quantity,2648.25,2384.47,49.0,0.998,79.0,502.0,10.38,0.102,0.1106,0.00625,0.004779683363184049,0.25,0.2124,Moderate exposure,263.7820000000001,0.1,86.9,21,552.2,50.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹264. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 8 additional units.",Medium,0.0829889793049361,0.1757,3,Electronics,Trending,0.9,79.0,363.0,502.0,15.0,0.998,0.0027,49.0,10.38,2384.47,0.0625,0.1,Moderate,Supplier stress,0.25,5.0,21,384,628,18.75,3.75,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 21 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,99.7487450199203,0.161,0,3
P01981,Low,Demand Volatility,1.0,0.078,0.0812,81.65,486.2,1301.0,20816.0,16.0,33.618,0.9765,0.0251,57.0,2653.6496,264.32,-264.3196,5.0,5.0,-0.021,8.1979,Moderate,Review safety-stock buffer,Supplier Disruption,0.121,0.1173,Medium,Increase order quantity,2653.65,2389.33,52.0,0.9975,71.0,1301.0,25.42,0.0962,0.1106,0.00375,0.002867810017910429,0.25,0.2122,Moderate exposure,264.31960000000026,0.1,78.10000000000001,19,1431.1,130.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹264. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.0830025462346889,0.1754,3,Electronics,Seasonal,0.9,71.0,374.0,1301.0,45.0,0.9975,0.0041,52.0,25.42,2389.33,0.0625,0.06,Moderate,Supplier stress,0.25,5.0,19,393,1627,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 19 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,34.89413528055342,0.161,0,3
P00691,Low,Supplier,1.0,1.456,0.4062,17.25,104.0,194.0,3104.0,16.0,33.3005,0.9656,0.0361,46.0,1151.285,114.68,-114.675,4.0,4.0,-0.021,8.1205,Moderate,Review safety-stock buffer,Supplier Disruption,0.0523,0.1437,Low,Increase order quantity,1151.29,1036.61,42.0,0.9866,15.0,194.0,25.18,0.0952,0.1106,0.35,0.26766226833830675,0.25,0.2362,Moderate exposure,114.67500000000018,0.1,16.5,5,213.4,19.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 4 units, while modeled cost increases by ₹115. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.0789596696384572,0.2152,3,Home Appliances,Volatile,0.9,15.0,80.0,194.0,45.0,0.9866,0.0151,42.0,25.18,1036.61,0.3125,1.12,Moderate,Supplier stress,0.25,4.0,5,85,243,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 5 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,26.716752577319586,0.161,0,3
P00655,Low,Demand Volatility,1.0,0.377,0.2167,43.7,261.3,467.0,11208.0,24.0,22.6941,0.9725,0.0306,82.0,2080.9114,207.27,-207.2714,8.0,8.0,-0.021,5.5341,High,Review safety-stock buffer,Supplier Disruption,0.0403,0.1049,Medium,Maintain policy,2080.91,1873.64,74.0,0.9935,38.0,467.0,17.16,0.1081,0.1106,0.0483429999999999,0.03697027725222503,0.25,0.2153,Moderate exposure,207.27139999999983,0.1,41.8,11,513.7,47.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹207. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0823621614211883,0.1806,3,Home Appliances,Seasonal,0.9,38.0,201.0,467.0,30.0,0.9935,0.0096,74.0,17.16,1873.64,0.1667,0.29,Moderate,Supplier stress,0.25,8.0,11,212,584,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 11 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,44.13284796573876,0.1609,0,3
P00818,Low,Demand Volatility,1.0,0.377,0.1083,44.85,271.7,486.0,11664.0,24.0,24.1488,0.9724,0.0278,86.0,2190.3191,218.17,-218.1691,8.0,8.0,-0.021,5.8888,High,Review safety-stock buffer,Supplier Disruption,0.0268,0.1196,Low,Maintain policy,2190.32,1972.15,78.0,0.9934,39.0,486.0,18.26,0.1026,0.1106,0.0241569999999999,0.01847404976070993,0.25,0.2137,Moderate exposure,218.16910000000007,0.1,42.900000000000006,11,534.6,49.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹218. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0826371769166612,0.1778,3,Home Appliances,Seasonal,0.9,39.0,209.0,486.0,30.0,0.9934,0.0068,78.0,18.26,1972.15,0.0833,0.29,Moderate,Supplier stress,0.25,8.0,11,220,608,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 11 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,44.63713991769548,0.1609,0,3
P01324,Low,Demand Volatility,1.0,0.0,0.0,36.8,222.3,836.0,13376.0,16.0,31.74,0.9732,0.0265,86.0,2300.8818,229.18,-229.1818,8.0,8.0,-0.021,7.74,High,Review safety-stock buffer,Supplier Disruption,0.025,0.132,Low,Increase order quantity,2300.88,2071.7,78.0,0.9942,32.0,836.0,24.0,0.1026,0.1106,0.0,0.0,0.25,0.212,Moderate exposure,229.1818000000003,0.1,35.2,9,919.6,84.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹229. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0829150945641459,0.175,3,Electronics,Stable,0.9,32.0,171.0,836.0,45.0,0.9942,0.0055,78.0,24.0,2071.7,0.0,0.0,Moderate,Supplier stress,0.25,8.0,9,180,1045,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 9 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,22.302990430622007,0.1609,0,3
P01193,Low,Demand Volatility,1.0,0.052,0.0542,52.9,323.7,813.0,19512.0,24.0,21.9006,0.9757,0.0278,72.0,2385.156,237.58,-237.576,7.0,7.0,-0.021,5.3406,High,Review safety-stock buffer,Supplier Disruption,0.0378,0.1023,Medium,Maintain policy,2385.16,2147.58,65.0,0.9967,46.0,813.0,16.56,0.1077,0.1106,0.001668,0.0012756018959665589,0.25,0.212,Moderate exposure,237.576,0.1,50.6,13,894.3000000000001,81.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹238. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.0828605016319842,0.1751,3,Home Appliances,Stable,0.9,46.0,249.0,813.0,30.0,0.9967,0.0068,65.0,16.56,2147.58,0.0417,0.04,Moderate,Supplier stress,0.25,7.0,13,262,1017,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 13 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,34.34014760147601,0.1609,0,3
P00584,Low,Demand Volatility,1.0,0.403,0.1625,64.4,386.1,1032.0,16512.0,16.0,33.6841,0.9757,0.0265,61.0,2352.5592,234.33,-234.3292,6.0,6.0,-0.021,8.2141,High,Review safety-stock buffer,Supplier Disruption,0.0599,0.1078,Medium,Increase order quantity,2352.56,2118.23,55.0,0.9967,56.0,1032.0,25.47,0.1091,0.1106,0.03875,0.0296340368517411,0.25,0.2146,Moderate exposure,234.32920000000013,0.1,61.60000000000001,15,1135.2,103.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹234. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.0825121352079114,0.1794,3,Home Appliances,Seasonal,0.9,56.0,297.0,1032.0,45.0,0.9967,0.0055,55.0,25.47,2118.23,0.125,0.31,Moderate,Supplier stress,0.25,6.0,15,312,1290,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 15 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,30.788226744186048,0.1609,0,3
P01001,Low,Demand Volatility,1.0,0.325,0.1625,78.2,471.9,842.0,20208.0,24.0,23.3686,0.9763,0.0251,61.0,2378.1591,236.88,-236.8791,6.0,6.0,-0.021,5.6986,High,Review safety-stock buffer,Supplier Disruption,0.0896,0.113,Medium,Maintain policy,2378.16,2141.28,55.0,0.9973,68.0,842.0,17.67,0.1091,0.1106,0.03125,0.023898416815920243,0.25,0.2141,Moderate exposure,236.87909999999965,0.1,74.80000000000001,18,926.2,84.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹237. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.0825764847506504,0.1785,3,Electronics,Seasonal,0.9,68.0,363.0,842.0,30.0,0.9973,0.0041,55.0,17.67,2141.28,0.125,0.25,Moderate,Supplier stress,0.25,6.0,18,381,1053,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 18 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,45.775581947743476,0.1609,0,3
P00503,Low,Demand Volatility,1.0,0.0,0.0,72.45,434.2,1162.0,18592.0,16.0,33.7502,0.9761,0.0251,61.0,2518.7753,250.89,-250.8853,6.0,6.0,-0.021,8.2302,High,Review safety-stock buffer,Supplier Disruption,0.1083,0.1137,Medium,Increase order quantity,2518.78,2267.89,55.0,0.9971,63.0,1162.0,25.52,0.1091,0.1106,0.0,0.0,0.25,0.2119,Moderate exposure,250.88529999999992,0.1,69.30000000000001,17,1278.2,116.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹251. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.0829299466768084,0.1749,3,Home Appliances,Seasonal,0.9,63.0,334.0,1162.0,45.0,0.9971,0.0041,55.0,25.52,2267.89,0.0,0.0,Moderate,Supplier stress,0.25,6.0,17,351,1453,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 17 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,33.17911359724613,0.1609,0,3
P00576,Low,Demand Volatility,1.0,0.0,0.0,110.4,673.4,1265.0,20240.0,16.0,33.7766,0.9765,0.0251,56.0,2605.2375,259.5,-259.4975,5.0,5.0,-0.021,8.2366,Moderate,Review safety-stock buffer,Supplier Disruption,0.025,0.1116,Low,Increase order quantity,2605.24,2345.74,51.0,0.9975,96.0,1265.0,25.54,0.098,0.1106,0.0,0.0,0.25,0.2118,Moderate exposure,259.4975000000004,0.1,105.6,25,1391.5,126.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹259. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 10 additional units.",Medium,0.082880855215417,0.1749,3,Accessories,Volatile,0.9,96.0,518.0,1265.0,45.0,0.9975,0.0041,51.0,25.54,2345.74,0.0,0.0,Moderate,Supplier stress,0.25,5.0,25,543,1582,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 25 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,46.35849802371541,0.1609,0,3
