product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank
P00535,Office Supplies,Trending,Low,Supplier,1.2,0.403,0.2438,160.0,925.08,2955.6,47289.6,20.0,29.6125,0.9664,0.0351,143.0,4754.1309,618.23,-618.2309,40.0,40.0,-0.031,4.8925,Severe,Review safety-stock buffer,Combined Stress,128.0,593.0,2463.0,45.0,0.9974,0.0041,103.0,24.72,4135.9,0.1875,0.31,0.0294,0.1062,Low,Increase order quantity,4754.13,4135.9,103.0,0.9974,128.0,2463.0,24.72,0.3883,0.1495,0.058124999999999996,0.0445,0.25,0.3096,Moderate exposure,618.2309000000005,0.1,140.8,13.0,2709.3,246.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 40 units, while modeled cost increases by ₹618. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 13 additional units.",Medium,0.1012589331727602,0.2431,4
P00283,Home Appliances,Seasonal,Medium,Supplier,1.0,0.0,0.0,73.6,365.3,928.0,14848.0,16.0,33.5915,0.9745,0.0278,75.0,2363.51,235.42,-235.42,7.0,7.0,-0.021,8.1915,High,Review safety-stock buffer,Supplier Disruption,64.0,281.0,928.0,45.0,0.9955,0.0068,68.0,25.4,2128.09,0.0,0.0,0.1612,0.2156,High,Increase order quantity,2363.51,2128.09,68.0,0.9955,64.0,928.0,25.4,0.1029,0.1106,0.0,0.0,0.5,0.2494,Moderate exposure,235.42000000000007,0.1,70.4,6.0,1020.8000000000001,93.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹235. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.1578060925907884,0.243,3
P01669,Electronics,Seasonal,Medium,Supplier,1.0,0.052,0.0542,93.15,457.6,775.0,18600.0,24.0,24.6778,0.9761,0.0251,60.0,2336.8439,232.76,-232.7639,6.0,6.0,-0.021,6.0178,High,Review safety-stock buffer,Supplier Disruption,81.0,352.0,775.0,30.0,0.9971,0.0041,54.0,18.66,2104.08,0.0417,0.04,0.1365,0.2142,Medium,Maintain policy,2336.84,2104.08,54.0,0.9971,81.0,775.0,18.66,0.1111,0.1106,0.001668,0.0013,0.5,0.2493,Moderate exposure,232.76389999999992,0.1,89.10000000000001,8.0,852.5000000000001,78.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹233. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 8 additional units.",Medium,0.1574726331336147,0.243,3
P00375,Electronics,Volatile,Low,Demand Volatility,1.2,1.053,0.2438,58.75,386.88,722.4,11558.4,20.0,32.3557,0.9654,0.0351,49.0,1692.0103,220.03,-220.0303,14.0,14.0,-0.031,5.3457,Severe,Review safety-stock buffer,Combined Stress,47.0,248.0,602.0,45.0,0.9964,0.0041,35.0,27.01,1471.98,0.1875,0.81,0.0791,0.1159,Medium,Increase order quantity,1692.01,1471.98,35.0,0.9964,47.0,602.0,27.01,0.4,0.1495,0.151875,0.1161,0.25,0.3053,Moderate exposure,220.0302999999999,0.1,51.7,5.0,662.2,60.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 14 units, while modeled cost increases by ₹220. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.0842827253951175,0.243,4
P00783,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.325,0.1625,80.0,528.84,1416.0,22656.0,20.0,30.0198,0.9602,0.0406,234.0,3913.6317,508.93,-508.9317,65.0,65.0,-0.031,4.9598,Severe,Review safety-stock buffer,Combined Stress,64.0,339.0,1180.0,45.0,0.9912,0.0096,169.0,25.06,3404.7,0.125,0.25,0.0293,0.1028,Medium,Increase order quantity,3913.63,3404.7,169.0,0.9912,64.0,1180.0,25.06,0.3846,0.1495,0.03125,0.0239,0.25,0.3111,Moderate exposure,508.9317000000001,0.1,70.4,6.0,1298.0,118.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 65 units, while modeled cost increases by ₹509. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.1051613931487301,0.243,4
P01518,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,318.75,2190.24,8274.0,132384.0,20.0,29.337,0.9685,0.0324,82.0,9764.1013,1269.73,-1269.7313,23.0,23.0,-0.031,4.847,Severe,Review safety-stock buffer,Combined Stress,255.0,1404.0,6895.0,45.0,0.9995,0.0014,59.0,24.49,8494.37,0.0,0.0,0.065,0.1187,Medium,Increase order quantity,9764.1,8494.37,59.0,0.9995,255.0,6895.0,24.49,0.3898,0.1495,0.0,0.0,0.25,0.3115,Moderate exposure,1269.7312999999995,0.1,280.5,26.0,7584.500000000001,690.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 23 units, while modeled cost increases by ₹1,270. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 26 additional units.",Medium,0.113170958034445,0.243,4
P00598,Electronics,Volatile,Medium,Supplier,1.0,0.403,0.0812,69.0,340.6,606.0,9696.0,16.0,34.5702,0.9773,0.0224,19.0,1415.1695,140.96,-140.9595,2.0,2.0,-0.021,8.4301,High,Review safety-stock buffer,Supplier Disruption,60.0,262.0,606.0,45.0,0.9983,0.0014,17.0,26.14,1274.21,0.0625,0.31,0.0704,0.2034,High,Increase order quantity,1415.17,1274.21,17.0,0.9983,60.0,606.0,26.14,0.1176,0.1106,0.019375,0.0148,0.5,0.2484,Moderate exposure,140.95949999999993,0.1,66.0,6.0,666.6,61.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 2 units, while modeled cost increases by ₹141. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.1540901283456086,0.2429,3
P00032,Electronics,Volatile,Low,Supplier,1.2,0.975,0.2438,23.75,159.12,297.6,4761.6,20.0,30.0677,0.9543,0.0447,82.0,1455.4935,189.27,-189.2735,23.0,23.0,-0.031,4.9677,Severe,Review safety-stock buffer,Combined Stress,19.0,102.0,248.0,45.0,0.9853,0.0137,59.0,25.1,1266.22,0.1875,0.75,0.0358,0.2174,Low,Increase order quantity,1455.49,1266.22,59.0,0.9853,19.0,248.0,25.1,0.3898,0.1495,0.140625,0.1075,0.25,0.3059,Moderate exposure,189.2735,0.1,20.900000000000002,2.0,272.8,25.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 23 units, while modeled cost increases by ₹189. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.0859044121390257,0.2429,4
P00833,Electronics,Volatile,Low,Demand Volatility,1.2,1.053,0.2438,28.75,190.32,357.6,5721.6,20.0,30.1036,0.9597,0.042,62.0,1359.3971,176.78,-176.7771,17.0,17.0,-0.031,4.9736,Severe,Review safety-stock buffer,Combined Stress,23.0,122.0,298.0,45.0,0.9907,0.011,45.0,25.13,1182.62,0.1875,0.81,0.0574,0.1127,Medium,Increase order quantity,1359.4,1182.62,45.0,0.9907,23.0,298.0,25.13,0.3778,0.1495,0.151875,0.1161,0.25,0.3053,Moderate exposure,176.77710000000002,0.1,25.3,2.0,327.8,30.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 17 units, while modeled cost increases by ₹177. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.0839904726425149,0.2429,4
P01254,Electronics,Volatile,Low,Demand Volatility,1.2,0.897,0.2438,33.75,226.2,424.8,6796.8,20.0,30.1875,0.9568,0.0461,97.0,1720.8393,223.78,-223.7793,27.0,27.0,-0.031,4.9875,Severe,Review safety-stock buffer,Combined Stress,27.0,145.0,354.0,45.0,0.9878,0.0151,70.0,25.2,1497.06,0.1875,0.69,0.0993,0.114,Medium,Increase order quantity,1720.84,1497.06,70.0,0.9878,27.0,354.0,25.2,0.3857,0.1495,0.129375,0.0989,0.25,0.3064,Moderate exposure,223.77930000000015,0.1,29.700000000000003,3.0,389.40000000000003,35.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 27 units, while modeled cost increases by ₹224. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0878409234725506,0.2429,4
P01519,Electronics,Trending,Low,Supplier,1.2,0.0,0.0,106.25,606.84,1934.4,30950.4,20.0,28.4026,0.9614,0.0392,274.0,4688.7485,609.73,-609.7285,76.0,76.0,-0.031,4.6926,Severe,Review safety-stock buffer,Combined Stress,85.0,389.0,1612.0,45.0,0.9924,0.0082,198.0,23.71,4079.02,0.0,0.0,0.025,0.1329,Low,Increase order quantity,4688.75,4079.02,198.0,0.9924,85.0,1612.0,23.71,0.3838,0.1495,0.0,0.0,0.25,0.3125,Moderate exposure,609.7284999999997,0.1,93.50000000000001,9.0,1773.2,161.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 76 units, while modeled cost increases by ₹610. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 9 additional units.",Medium,0.1106358399633937,0.2429,4
P01956,Accessories,Volatile,Low,Demand Volatility,1.2,0.62,0.1875,622.6,3652.8,8920.8,142732.8,20.0,22.165,0.9753,0.0251,2240.0,27455.4327,1286.63,-1286.6327,462.0,462.0,-0.01,-2.015,Severe,Review safety-stock buffer,Demand Surge,566.0,3044.0,7434.0,45.0,0.9853,0.0151,1778.0,24.18,26168.8,0.1875,0.62,0.0339,0.1231,Low,Increase order quantity,27455.43,26168.8,1778.0,0.9853,566.0,7434.0,24.18,0.2598,0.0492,0.11624999999999999,0.0889,0.25,0.2423,Moderate exposure,1286.632700000002,0.1,622.6,57.0,8177.400000000001,743.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 462 units, while modeled cost increases by ₹1,287. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 57 additional units.",Medium,0.2305601833525889,0.2427,2
P01842,Home Appliances,Seasonal,Medium,Supplier,1.0,0.325,0.0812,86.25,429.0,1093.0,17488.0,16.0,32.8509,0.9789,0.0224,2.0,1806.2316,179.91,-179.9116,0.0,0.0,-0.021,8.0109,Low,Monitor scenario exposure,Supplier Disruption,75.0,330.0,1093.0,45.0,0.9999,0.0014,2.0,24.84,1626.32,0.0625,0.25,0.1808,0.2216,High,Increase order quantity,1806.23,1626.32,2.0,0.9999,75.0,1093.0,24.84,0.0,0.1106,0.015625,0.0119,0.5,0.2483,Moderate exposure,179.91160000000013,0.1,82.5,8.0,1202.3000000000002,109.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹180. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Monitor scenario exposure. Stress-adjusted safety stock requires approximately 8 additional units.",Medium,0.1545402679295001,0.2427,3
P01696,Electronics,Volatile,Low,Demand Volatility,1.2,0.572,0.1625,63.75,422.76,790.8,12652.8,20.0,30.3193,0.9549,0.0488,209.0,3047.6601,396.32,-396.3201,58.0,58.0,-0.031,5.0093,Severe,Review safety-stock buffer,Combined Stress,51.0,271.0,659.0,45.0,0.9859,0.0178,151.0,25.31,2651.34,0.125,0.44,0.0355,0.1049,Medium,Increase order quantity,3047.66,2651.34,151.0,0.9859,51.0,659.0,25.31,0.3841,0.1495,0.055,0.0421,0.25,0.3097,Moderate exposure,396.3200999999999,0.1,56.1,5.0,724.9000000000001,66.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 58 units, while modeled cost increases by ₹396. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.1004545061677702,0.2427,4
P01923,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,411.25,2842.32,10749.6,171993.6,20.0,29.5167,0.969,0.031,0.0,11737.6996,1526.38,-1526.3796,0.0,0.0,-0.031,4.8767,Low,Monitor scenario exposure,Combined Stress,329.0,1822.0,8958.0,45.0,1.0,0.0,0.0,24.64,10211.32,0.0,0.0,0.0858,0.1303,Medium,Increase order quantity,11737.7,10211.32,0.0,1.0,329.0,8958.0,24.64,0.0,0.1495,0.0,0.0,0.25,0.3106,Moderate exposure,1526.3796000000002,0.1,361.90000000000003,33.0,9853.800000000001,896.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹1,526. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Monitor scenario exposure. Stress-adjusted safety stock requires approximately 33 additional units.",Medium,0.1135198750170823,0.2426,4
P00689,Office Supplies,Trending,Low,Supplier,1.0,0.325,0.1625,1089.05,5704.4,12144.0,291456.0,24.0,23.7521,0.9753,0.0265,1208.0,28950.8396,2883.68,-2883.6796,115.0,115.0,-0.021,5.7921,High,Review safety-stock buffer,Supplier Disruption,947.0,4388.0,12144.0,30.0,0.9963,0.0055,1093.0,17.96,26067.16,0.125,0.25,0.1345,0.1474,Medium,Immediate intervention,28950.84,26067.16,1093.0,0.9963,947.0,12144.0,17.96,0.1052,0.1106,0.03125,0.0239,0.25,0.2767,Moderate exposure,2883.6795999999995,0.1,1041.7,95.0,13358.400000000001,1214.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 115 units, while modeled cost increases by ₹2,884. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 95 additional units.",Medium,0.1784122712044159,0.2425,3
P00968,Home Appliances,Volatile,Medium,Supplier,1.0,0.403,0.0812,59.8,293.8,521.0,8336.0,16.0,35.972,0.9777,0.0224,12.0,1266.2791,126.13,-126.1291,1.0,1.0,-0.021,8.772,Moderate,Review safety-stock buffer,Supplier Disruption,52.0,226.0,521.0,45.0,0.9987,0.0014,11.0,27.2,1140.15,0.0625,0.31,0.1347,0.2089,High,Increase order quantity,1266.28,1140.15,11.0,0.9987,52.0,521.0,27.2,0.0909,0.1106,0.019375,0.0148,0.5,0.248,Moderate exposure,126.12909999999988,0.1,57.2,5.0,573.1,52.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 1 units, while modeled cost increases by ₹126. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.1534494369820202,0.2425,3
P00111,Home Appliances,Seasonal,Medium,Supplier,1.0,0.247,0.0812,82.8,406.9,1032.0,16512.0,16.0,33.2609,0.9785,0.0224,10.0,1825.7342,181.85,-181.8542,1.0,1.0,-0.021,8.1109,High,Review safety-stock buffer,Supplier Disruption,72.0,313.0,1032.0,45.0,0.9995,0.0014,9.0,25.15,1643.88,0.0625,0.19,0.118,0.2111,High,Increase order quantity,1825.73,1643.88,9.0,0.9995,72.0,1032.0,25.15,0.1111,0.1106,0.011875,0.0091,0.5,0.2482,Moderate exposure,181.8542,0.1,79.2,7.0,1135.2,103.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 1 units, while modeled cost increases by ₹182. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.1548557214261482,0.2424,3
P01395,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.247,0.0812,87.5,589.68,1107.6,17721.6,20.0,31.7927,0.9562,0.0474,266.0,3918.0457,509.51,-509.5057,74.0,74.0,-0.031,5.2527,Severe,Review safety-stock buffer,Combined Stress,70.0,378.0,923.0,45.0,0.9872,0.0164,192.0,26.54,3408.54,0.0625,0.19,0.0259,0.1631,Low,Increase order quantity,3918.05,3408.54,192.0,0.9872,70.0,923.0,26.54,0.3854,0.1495,0.011875,0.0091,0.25,0.3115,Moderate exposure,509.50570000000016,0.1,77.0,7.0,1015.3000000000001,92.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 74 units, while modeled cost increases by ₹510. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.1075737472339636,0.2424,4
P01085,Accessories,Volatile,Low,Supplier,1.2,0.325,0.1083,151.25,1015.56,1272.0,30528.0,29.0,21.3828,0.9624,0.0406,236.0,4094.3069,532.43,-532.4269,66.0,66.0,-0.031,3.5328,Severe,Review safety-stock buffer,Combined Stress,121.0,651.0,1060.0,30.0,0.9934,0.0096,170.0,17.85,3561.88,0.0833,0.25,0.0549,0.1071,Medium,Maintain policy,4094.31,3561.88,170.0,0.9934,121.0,1060.0,17.85,0.3882,0.1495,0.020825,0.0159,0.25,0.3108,Moderate exposure,532.4268999999999,0.1,133.10000000000002,12.0,1166.0,106.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 66 units, while modeled cost increases by ₹532. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 12 additional units.",Medium,0.1060207503101632,0.2423,4
P01359,Home Appliances,Seasonal,Low,Supplier,1.2,0.247,0.0812,85.0,567.84,1520.4,24326.4,20.0,29.1932,0.9601,0.042,255.0,4152.6659,540.02,-540.0159,71.0,71.0,-0.031,4.8232,Severe,Review safety-stock buffer,Combined Stress,68.0,364.0,1267.0,45.0,0.9911,0.011,184.0,24.37,3612.65,0.0625,0.19,0.0527,0.1057,Medium,Increase order quantity,4152.67,3612.65,184.0,0.9911,68.0,1267.0,24.37,0.3859,0.1495,0.011875,0.0091,0.25,0.3113,Moderate exposure,540.0158999999999,0.1,74.80000000000001,7.0,1393.7,127.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 71 units, while modeled cost increases by ₹540. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.1075444163075504,0.2423,4
P01834,Office Supplies,Trending,Low,Supplier,1.2,0.0,0.0,238.75,1383.72,4423.2,70771.2,20.0,29.4688,0.9667,0.0351,187.0,6644.3574,864.04,-864.0374,52.0,52.0,-0.031,4.8688,Severe,Review safety-stock buffer,Combined Stress,191.0,887.0,3686.0,45.0,0.9977,0.0041,135.0,24.6,5780.32,0.0,0.0,0.0964,0.1226,Medium,Increase order quantity,6644.36,5780.32,135.0,0.9977,191.0,3686.0,24.6,0.3852,0.1495,0.0,0.0,0.25,0.3114,Moderate exposure,864.0374000000002,0.1,210.10000000000002,19.0,4054.6000000000004,369.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 52 units, while modeled cost increases by ₹864. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 19 additional units.",Medium,0.1106592897631368,0.2423,4
P00769,Home Appliances,Seasonal,Medium,Supplier,1.0,0.0,0.0,72.45,354.9,901.0,14416.0,16.0,33.3667,0.9759,0.0251,50.0,2066.4511,205.83,-205.8311,5.0,5.0,-0.021,8.1367,High,Review safety-stock buffer,Supplier Disruption,63.0,273.0,901.0,45.0,0.9969,0.0041,45.0,25.23,1860.62,0.0,0.0,0.1837,0.2184,High,Increase order quantity,2066.45,1860.62,45.0,0.9969,63.0,901.0,25.23,0.1111,0.1106,0.0,0.0,0.5,0.2485,Moderate exposure,205.83110000000033,0.1,69.30000000000001,6.0,991.1000000000001,90.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹206. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.1565265243395216,0.2422,3
