product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank
P01034,Electronics,Seasonal,Low,Demand Volatility,0.95,30,55,238,523,0.9866,0.0137,171,18.19,2944.43,0.9,43.0,226.0,523.0,30.0,0.9985,0.0041,19.0,18.25,1426.35,24.0,12552.0,0.0417,0.04,152.0,-1518.08,1518.08,0.06,0.0119,-12.0,Maintain current inventory policy,0.0119,0.8889,0.0033,0.0,0.0,-0.2182,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0027,Low risk driven primarily by demand variability and forecast uncertainty.,0.0909,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1087,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 152 units while reducing modeled cost by $1,518. Fill rate changes by +1.19%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00924,Office Supplies,Trending,Low,Demand Volatility,0.95,30,783,3006,7845,0.994,0.0068,1139,18.88,21863.09,0.9,610.0,2833.0,11768.0,45.0,0.9971,0.0055,547.0,24.87,18878.67,16.0,188288.0,0.0,0.0,592.0,-2984.42,2984.42,6.0,0.0031,-173.0,Increase order quantity to reduce ordering frequency,0.0031,0.5198,0.3178,3923.0,0.5001,-0.2209,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0907,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.133,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 592 units while reducing modeled cost by $2,984. Fill rate changes by +0.31%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01226,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,116,511,1130,0.9917,0.0096,229,17.33,4195.17,0.9,90.0,485.0,1695.0,45.0,1.0,0.0,0.0,25.29,2304.7,16.0,27120.0,0.125,0.38,229.0,-1890.47,1890.47,7.96,0.0083,-26.0,Increase order quantity to reduce ordering frequency,0.0083,1.0,0.4593,565.0,0.5,-0.2241,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0782,Low risk driven primarily by demand variability and forecast uncertainty.,0.0907,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1206,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 229 units while reducing modeled cost by $1,890. Fill rate changes by +0.83%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01366,Electronics,Seasonal,Low,Supplier,0.95,30,17,72,158,0.9852,0.0137,57,18.49,1365.12,0.9,13.0,68.0,237.0,45.0,0.9995,0.0014,2.0,26.22,696.74,16.0,3792.0,0.0625,0.06,55.0,-668.37,668.37,7.73,0.0143,-4.0,Increase order quantity to reduce ordering frequency,0.0143,0.9649,0.4181,79.0,0.5,-0.2353,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0906,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1037,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 55 units while reducing modeled cost by $668. Fill rate changes by +1.43%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00158,Office Supplies,Stable,Low,Supplier,0.95,30,526,2392,7463,0.9952,0.0096,878,17.55,18113.38,0.9,410.0,2276.0,7463.0,30.0,0.9977,0.0041,416.0,16.71,13073.39,24.0,179112.0,0.0417,0.04,462.0,-5039.98,5039.98,-0.84,0.0025,-116.0,Maintain current inventory policy,0.0025,0.5262,-0.0479,0.0,0.0,-0.2205,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0027,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0901,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.126,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 462 units while reducing modeled cost by $5,040. Fill rate changes by +0.25%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00029,Personal Care,Trending,Low,Supplier,0.95,30,955,3667,9570,0.9975,0.0055,580,17.99,17875.33,0.9,744.0,3456.0,14355.0,45.0,1.0,0.0,0.0,24.96,16326.42,16.0,229680.0,0.1875,0.31,580.0,-1548.91,1548.91,6.98,0.0025,-211.0,Increase order quantity to reduce ordering frequency,0.0025,1.0,0.388,4785.0,0.5,-0.2209,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0957,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.09,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1419,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 580 units while reducing modeled cost by $1,549. Fill rate changes by +0.25%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00837,Accessories,Trending,Low,Demand Volatility,0.95,30,350,1333,3471,0.994,0.0068,510,18.15,9899.65,0.9,273.0,1256.0,5206.0,45.0,0.9992,0.0027,69.0,25.7,7036.25,16.0,83296.0,0.0625,0.12,441.0,-2863.4,2863.4,7.55,0.0052,-77.0,Increase order quantity to reduce ordering frequency,0.0052,0.8647,0.416,1735.0,0.4999,-0.22,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by demand variability and forecast uncertainty.,0.09,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1258,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 441 units while reducing modeled cost by $2,863. Fill rate changes by +0.52%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01702,Home Appliances,Seasonal,Low,Supplier,0.95,30,85,371,818,0.9864,0.0137,271,17.77,4279.52,0.9,66.0,352.0,1227.0,45.0,0.9958,0.0041,83.0,25.07,2597.47,16.0,19632.0,0.125,0.31,188.0,-1682.05,1682.05,7.3,0.0094,-19.0,Increase order quantity to reduce ordering frequency,0.0094,0.6937,0.4108,409.0,0.5,-0.2235,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0638,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.09,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1169,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 188 units while reducing modeled cost by $1,682. Fill rate changes by +0.94%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00278,Personal Care,Trending,Low,Supplier,0.95,30,867,3335,8711,0.9956,0.0041,927,17.83,20225.12,0.9,675.0,3143.0,13067.0,45.0,0.9987,0.0014,281.0,25.58,18066.03,16.0,209072.0,0.0,0.0,646.0,-2159.09,2159.09,7.75,0.003,-192.0,Increase order quantity to reduce ordering frequency,0.003,0.6969,0.4347,4356.0,0.5001,-0.2215,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0897,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.136,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 646 units while reducing modeled cost by $2,159. Fill rate changes by +0.30%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00726,Accessories,Stable,Low,Demand Volatility,0.95,30,499,2251,7009,0.9966,0.0068,582,17.2,14459.49,0.9,388.0,2140.0,10514.0,45.0,1.0,0.0,0.0,24.63,11907.17,16.0,168224.0,0.0625,0.06,582.0,-2552.32,2552.32,7.42,0.0034,-111.0,Increase order quantity to reduce ordering frequency,0.0034,1.0,0.4314,3505.0,0.5001,-0.2224,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by demand variability and forecast uncertainty.,0.0897,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1331,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 582 units while reducing modeled cost by $2,552. Fill rate changes by +0.34%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01261,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,24,105,231,0.9812,0.0205,106,16.63,1916.67,0.9,19.0,100.0,347.0,45.0,0.9883,0.0151,66.0,23.88,1428.59,16.0,5552.0,0.25,0.75,40.0,-488.07,488.07,7.25,0.0071,-5.0,Increase order quantity to reduce ordering frequency,0.0071,0.3774,0.436,116.0,0.5022,-0.2083,Inventory increase,Moderate service improvement,Positive economic + service impact,0.3086,Low risk driven primarily by demand variability and forecast uncertainty.,0.0897,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1331,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 40 units while reducing modeled cost by $488. Fill rate changes by +0.71%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00438,Accessories,Volatile,Low,Supplier,0.95,30,256,1132,1752,0.989,0.011,469,19.43,7559.36,0.9,199.0,1075.0,1752.0,30.0,0.9935,0.0082,275.0,17.89,5438.79,24.0,42048.0,0.2083,0.67,194.0,-2120.56,2120.56,-1.55,0.0046,-57.0,Maintain current inventory policy,0.0046,0.4136,-0.0798,0.0,0.0,-0.2227,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.2297,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0896,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1338,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 194 units while reducing modeled cost by $2,121. Fill rate changes by +0.46%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00825,Personal Care,Seasonal,Low,Supplier,0.95,30,278,1227,2711,0.9921,0.0082,521,18.71,9190.84,0.9,216.0,1165.0,4066.0,45.0,0.9979,0.0027,136.0,26.02,6462.62,16.0,65056.0,0.0625,0.19,385.0,-2728.22,2728.22,7.31,0.0058,-62.0,Increase order quantity to reduce ordering frequency,0.0058,0.739,0.3907,1355.0,0.4998,-0.223,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0195,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0889,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1234,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 385 units while reducing modeled cost by $2,728. Fill rate changes by +0.58%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01792,Office Supplies,Trending,Low,Supplier,0.95,30,615,2360,6160,0.9929,0.011,1070,18.82,19027.75,0.9,479.0,2224.0,9241.0,45.0,0.9962,0.0068,566.0,24.9,16288.44,16.0,147856.0,0.125,0.19,504.0,-2739.31,2739.31,6.09,0.0034,-136.0,Increase order quantity to reduce ordering frequency,0.0034,0.471,0.3236,3081.0,0.5002,-0.2211,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0391,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0889,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.132,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 504 units while reducing modeled cost by $2,739. Fill rate changes by +0.34%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00119,Accessories,Stable,Low,Supplier,0.95,30,474,2142,6671,0.9969,0.0027,497,18.01,13581.06,0.9,369.0,2037.0,6671.0,30.0,0.9997,0.0014,56.0,17.0,8720.43,24.0,160104.0,0.0417,0.04,441.0,-4860.63,4860.63,-1.01,0.0027,-105.0,Maintain current inventory policy,0.0027,0.8873,-0.0561,0.0,0.0,-0.2215,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0027,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0887,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1249,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 441 units while reducing modeled cost by $4,861. Fill rate changes by +0.27%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01035,Electronics,Volatile,Low,Demand Volatility,0.95,30,81,353,543,0.9842,0.0205,209,20.03,3415.73,0.9,63.0,335.0,815.0,45.0,0.994,0.0068,80.0,26.65,2165.47,16.0,13040.0,0.125,0.44,129.0,-1250.25,1250.25,6.62,0.0098,-18.0,Increase order quantity to reduce ordering frequency,0.0098,0.6172,0.3305,272.0,0.5009,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0905,Low risk driven primarily by demand variability and forecast uncertainty.,0.0884,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1162,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 129 units while reducing modeled cost by $1,250. Fill rate changes by +0.98%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01587,Office Supplies,Trending,Low,Demand Volatility,0.95,30,458,1758,4589,0.9961,0.0055,431,17.47,10253.58,0.9,357.0,1657.0,4589.0,30.0,0.9997,0.0014,38.0,17.08,6204.78,24.0,110136.0,0.0833,0.21,393.0,-4048.79,4048.79,-0.39,0.0035,-101.0,Maintain current inventory policy,0.0035,0.9118,-0.0223,0.0,0.0,-0.2205,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0288,Low risk driven primarily by demand variability and forecast uncertainty.,0.0874,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1248,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 393 units while reducing modeled cost by $4,049. Fill rate changes by +0.35%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01016,Accessories,Trending,Low,Supplier,0.95,30,569,2169,5648,0.9889,0.0137,1523,17.49,22414.4,0.9,443.0,2043.0,5648.0,30.0,0.9914,0.0137,1187.0,16.78,18789.53,24.0,135552.0,0.1667,0.46,336.0,-3624.86,3624.86,-0.7,0.0024,-126.0,Maintain current inventory policy,0.0024,0.2206,-0.04,0.0,0.0,-0.2214,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.1262,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0869,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1313,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 336 units while reducing modeled cost by $3,625. Fill rate changes by +0.24%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01619,Personal Care,Seasonal,Low,Supplier,0.95,30,874,3868,8554,0.9932,0.0068,1407,18.3,25103.95,0.9,681.0,3675.0,12831.0,45.0,0.9961,0.0055,814.0,25.2,22908.53,16.0,205296.0,0.0625,0.12,593.0,-2195.42,2195.42,6.9,0.0028,-193.0,Increase order quantity to reduce ordering frequency,0.0028,0.4215,0.377,4277.0,0.5,-0.2208,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0869,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1343,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 593 units while reducing modeled cost by $2,195. Fill rate changes by +0.28%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01791,Electronics,Seasonal,Low,Supplier,0.95,30,66,285,626,0.9823,0.0178,270,17.62,4035.21,0.9,51.0,270.0,626.0,30.0,0.9927,0.0082,111.0,18.25,2471.59,24.0,15024.0,0.0833,0.12,159.0,-1563.62,1563.62,0.63,0.0104,-15.0,Maintain current inventory policy,0.0104,0.5889,0.0358,0.0,0.0,-0.2273,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0165,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0869,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1105,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 159 units while reducing modeled cost by $1,564. Fill rate changes by +1.04%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
