action_rank,priority_rank,management_priority,product_id,product_name,category,demand_class,risk_score,risk_class,confidence_score,confidence_class,business_impact_score,business_impact_class,primary_risk_driver,primary_risk_driver_score,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,forecast_change_pct,wape,inventory_risk_score,stockout_risk,service_risk,supplier_risk,volatility_risk,excess_inventory_risk,inventory_days,fill_rate,estimated_financial_exposure,at_risk_value,lost_sales_exposure,supplier_delay_exposure,inventory_obsolescence_exposure,optimization_opportunity,compound_risk_count,compound_risk_score,recommended_action
369,4,P4 - Routine,P01335,UrbanGear Cables 01335,Accessories,Volatile,9.32,Low,88.0,High,52.05,Medium,Forecast Accuracy,40.0,0,0.0147,0.0867,0.0,21.3563,4.81,1.3854,0.0,17.7083,11.6009,0.0,19.447,0.9944,1132631.6644,31487.1603,657585.37,475046.2944,0.0,1766.6,0,0.0,Monitor forecast accuracy and review model error drivers
370,4,P4 - Routine,P01521,Vertex Smartphones 01521,Electronics,Seasonal,9.32,Low,88.0,High,46.61,Medium,Supplier,24.79,0,0.012,0.6022,0.0,19.7248,6.25,2.5468,0.0,24.7917,11.7751,0.0,17.5575,0.9882,1021780.4604,28507.6748,769219.92,252560.5404,0.0,153.41,0,0.0,Monitor supplier performance and lead-time stability
371,4,P4 - Routine,P00965,Arctic Microwaves 00965,Home Appliances,Volatile,9.3,Low,88.0,High,59.45,Medium,Forecast Accuracy,40.0,0,0.0938,0.2891,0.0,25.3506,4.86,2.3488,0.0,14.7917,12.9225,0.0,19.0255,0.9902,1710382.6377,47206.5608,1137726.81,572655.8277,0.0,147.09,0,0.0,Monitor forecast accuracy and review model error drivers
372,4,P4 - Routine,P00582,TechMate Mobile Accessories 00582,Accessories,Volatile,9.29,Low,88.0,High,84.78,Very High,Forecast Accuracy,40.0,0,0.1946,0.5967,0.0,22.6397,4.27,1.1048,0.0,14.1667,12.0836,0.0,18.3393,0.9944,3970453.6872,108393.3857,2185381.89,1785071.7972,0.0,90.0,0,0.0,Monitor forecast accuracy and review model error drivers
373,4,P4 - Routine,P01352,CarePlus Oral Care 01352,Personal Care,Trending,9.28,Low,88.0,High,21.59,Low,Supplier,27.5,0,0.0688,0.598,0.0,10.1466,6.18,2.8482,0.0,27.5,8.0158,0.0,16.7805,0.988,293254.5302,8211.1268,251352.24,41902.2902,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
374,4,P4 - Routine,P01069,Arctic Refrigerators 01069,Home Appliances,Volatile,9.27,Low,88.0,High,92.6,Very High,Forecast Accuracy,40.0,0,0.2838,0.4456,0.0,22.216,4.67,2.5923,0.0,13.3333,12.6376,0.0,18.6275,0.9864,7847257.7752,212660.6857,5658451.13,2188806.6452,0.0,931.03,0,0.0,Monitor forecast accuracy and review model error drivers
375,4,P4 - Routine,P00405,Arctic Microwaves 00405,Home Appliances,Seasonal,9.27,Low,88.0,High,76.73,High,Supplier,25.0,0,0.1024,0.5781,0.0,12.9058,6.07,2.2335,0.0,25.0,10.9984,0.0,18.651,0.9886,3060790.542,83559.5818,2474948.34,585842.202,0.0,1955.12,0,0.0,Monitor supplier performance and lead-time stability
376,4,P4 - Routine,P00246,CarryPro Bags 00246,Accessories,Volatile,9.27,Low,88.0,High,85.14,Very High,Supplier,28.12,0,0.0029,0.1469,0.0,19.1827,6.02,0.1785,0.0,28.125,11.6475,0.0,18.9562,0.9996,2927733.3008,79634.3458,259311.36,2668421.9408,0.0,14605.39,0,0.0,Monitor supplier performance and lead-time stability
377,4,P4 - Routine,P01972,ConnectX Mobile Accessories 01972,Accessories,Volatile,9.27,Low,88.0,High,50.47,Medium,Supplier,26.04,0,0.0544,0.2096,0.0,19.5565,6.72,3.631,0.0,26.0417,11.5223,0.0,18.5273,0.9829,1466769.2754,40482.832,1163426.55,303342.7254,0.0,47.0,0,0.0,Monitor supplier performance and lead-time stability
378,4,P4 - Routine,P00623,Arctic Refrigerators 00623,Home Appliances,Volatile,9.26,Low,88.0,High,33.52,Low,Supplier,24.38,0,0.0667,0.1429,0.0,19.3867,6.97,3.9066,0.0,24.375,14.2475,0.0,18.6756,0.9815,656507.3911,18250.9055,516567.57,139939.8211,0.0,375.33,0,0.0,Monitor supplier performance and lead-time stability
379,4,P4 - Routine,P00253,CarryPro Bags 00253,Accessories,Volatile,9.25,Low,88.0,High,83.81,Very High,Forecast Accuracy,40.0,0,0.0529,0.097,0.0,21.7562,4.76,1.847,0.0,16.6667,11.354,0.0,18.8375,0.9911,4304918.5661,116663.2931,2894942.98,1409975.5861,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
380,4,P4 - Routine,P01781,Vertex Smartphones 01781,Electronics,Trending,9.23,Low,88.0,High,75.03,High,Supplier,27.92,0,0.0086,0.277,0.0,17.4769,5.98,0.8711,0.0,27.9167,10.2222,0.0,17.7687,0.9968,1965774.808,53272.4973,1170449.93,795324.878,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
381,4,P4 - Routine,P00856,NovaTech Audio 00856,Electronics,Volatile,9.22,Low,88.0,High,98.06,Very High,Forecast Accuracy,40.0,0,0.1429,1.0117,0.0,27.319,4.37,3.4766,0.0,9.1667,12.9889,0.0,19.3375,0.983,14402679.0831,385991.7994,11210491.6,3192187.4831,0.0,722.4,0,0.0,Monitor forecast accuracy and review model error drivers
382,4,P4 - Routine,P01892,HomePro Refrigerators 01892,Home Appliances,Volatile,9.22,Low,88.0,High,65.06,High,Forecast Accuracy,40.0,0,0.3023,0.819,0.0,20.7015,4.36,2.4543,0.0,11.4583,12.7294,0.0,19.0679,0.9878,2171804.247,59073.0755,1579287.42,592516.827,0.0,14.53,0,0.0,Monitor forecast accuracy and review model error drivers
383,4,P4 - Routine,P00438,UrbanGear Mobile Accessories 00438,Accessories,Volatile,9.22,Low,88.0,High,48.44,Medium,Forecast Accuracy,40.0,0,0.3568,0.9137,0.0,24.9142,4.08,1.3912,0.0,12.5,11.9127,0.0,19.7141,0.9929,1013587.2576,27772.2909,676654.02,336933.2376,0.0,2314.56,0,0.0,Monitor forecast accuracy and review model error drivers
384,4,P4 - Routine,P00660,CarePlus Haircare 00660,Personal Care,Seasonal,9.22,Low,88.0,High,22.29,Low,Forecast Accuracy,20.0,0,0.1453,1.7542,0.0,10.7244,5.32,3.0351,0.0,19.5833,9.8008,0.0,17.5801,0.9875,297185.8248,8232.0473,245818.8,51367.0248,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
385,4,P4 - Routine,P01765,NovaTech Audio 01765,Electronics,Seasonal,9.21,Low,88.0,High,80.88,Very High,Forecast Accuracy,40.0,0,0.0879,1.3249,0.0,20.7336,4.2,4.0145,0.0,8.3333,11.6392,0.0,17.5521,0.9804,4857644.5596,131156.4031,4023332.46,834312.0996,0.0,894.65,0,0.0,Monitor forecast accuracy and review model error drivers
386,4,P4 - Routine,P00265,CarryPro Bags 00265,Accessories,Volatile,9.21,Low,88.0,High,58.43,Medium,Forecast Accuracy,40.0,0,0.1091,0.8656,0.0,20.5288,4.15,1.6554,0.0,12.5,11.8741,0.0,19.8829,0.993,1550907.3762,42184.6806,956987.19,593920.1862,0.0,781.19,0,0.0,Monitor forecast accuracy and review model error drivers
387,4,P4 - Routine,P01376,ConnectX Cables 01376,Accessories,Volatile,9.18,Low,88.0,High,36.9,Low,Forecast Accuracy,40.0,0,0.0994,0.0322,0.0,22.9726,4.67,0.7463,0.0,17.5,12.1404,0.0,18.6561,0.998,498091.2156,13647.6993,147479.31,350611.9056,0.0,6485.37,0,0.0,Monitor forecast accuracy and review model error drivers
388,4,P4 - Routine,P00639,HomePro Microwaves 00639,Home Appliances,Seasonal,9.16,Low,88.0,High,43.8,Medium,Supplier,21.67,0,0.126,1.1322,0.0,12.4239,5.66,2.4624,0.0,21.6667,11.1685,0.0,17.1838,0.9863,964359.6064,26230.5813,729644.79,234714.8164,0.0,1183.62,0,0.0,Monitor supplier performance and lead-time stability
389,4,P4 - Routine,P00821,UrbanGear Mobile Accessories 00821,Accessories,Volatile,9.15,Low,88.0,High,89.0,Very High,Supplier,24.17,0,0.1629,0.5107,0.0,19.5946,6.1,2.723,0.0,24.1667,11.0667,0.0,17.9725,0.9878,6343959.822,168749.3313,4544154.55,1799805.272,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
390,4,P4 - Routine,P00517,HomePro Microwaves 00517,Home Appliances,Seasonal,9.13,Low,88.0,High,73.22,High,Forecast Accuracy,20.0,0,0.0544,1.3731,0.0,12.2708,5.67,3.8694,0.0,18.75,11.2972,0.0,17.8318,0.9805,3449325.2541,92096.9843,2992817.4,456507.8541,0.0,1.0,0,0.0,Monitor forecast accuracy and review model error drivers
391,4,P4 - Routine,P01936,ConnectX Bags 01936,Accessories,Volatile,9.12,Low,88.0,High,69.71,High,Forecast Accuracy,40.0,0,0.3043,0.511,0.0,22.2631,4.51,2.5789,0.0,13.125,11.7542,0.0,19.5868,0.9879,2796488.23,74666.2357,2008141.86,788346.37,0.0,2201.98,0,0.0,Monitor forecast accuracy and review model error drivers
392,4,P4 - Routine,P01267,ComfortMax Air Conditioners 01267,Home Appliances,Volatile,9.11,Low,88.0,High,94.44,Very High,Supplier,22.5,0,0.0726,0.4711,0.0,19.0993,6.28,3.3655,0.0,22.5,12.6656,0.0,18.3132,0.9855,9069934.871,239446.2806,7246959.42,1822975.451,0.0,1542.94,0,0.0,Monitor supplier performance and lead-time stability
393,4,P4 - Routine,P01408,ConnectX Chargers 01408,Accessories,Volatile,9.11,Low,88.0,High,84.72,Very High,Forecast Accuracy,40.0,0,0.0241,0.0306,0.0,21.233,4.59,1.2168,0.0,16.6667,11.5246,0.0,19.8343,0.9947,3790992.2038,100461.2934,2048152.64,1742839.5638,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
394,4,P4 - Routine,P00419,WriteWell Desk Accessories 00419,Office Supplies,Trending,9.11,Low,88.0,High,49.89,Medium,Supplier,21.87,0,0.1535,1.5298,0.0,11.4978,4.96,1.36,0.0,21.875,8.4835,0.0,17.0681,0.9946,935024.6652,25152.1635,715440.78,219583.8852,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
395,4,P4 - Routine,P01337,Apex Laptops 01337,Electronics,Seasonal,9.09,Low,88.0,High,86.18,Very High,Supplier,22.29,0,0.0196,0.5059,0.0,19.7242,6.49,4.7334,0.0,22.2917,11.4965,0.0,17.2326,0.9773,6799421.7042,179504.733,5845848.84,953572.8642,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
396,4,P4 - Routine,P00402,UrbanGear Cables 00402,Accessories,Stable,9.09,Low,88.0,High,47.79,Medium,Supplier,26.46,0,0.082,0.9729,0.0,10.5192,5.26,1.0567,0.0,26.4583,6.4808,0.0,17.0116,0.9949,762142.9023,20425.4298,584948.56,177194.3423,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
397,4,P4 - Routine,P00536,UrbanGear Cables 00536,Accessories,Volatile,9.07,Low,88.0,High,61.47,High,Supplier,25.21,0,0.0114,0.3381,0.0,19.5774,6.17,2.2537,0.0,25.2083,11.3857,0.0,17.789,0.9898,1908581.7168,50768.2737,1367378.1,541203.6168,0.0,5728.98,0,0.0,Monitor supplier performance and lead-time stability
398,4,P4 - Routine,P00888,NovaTech TVs 00888,Electronics,Volatile,9.06,Low,88.0,High,57.94,Medium,Forecast Accuracy,40.0,0,0.1159,0.0482,0.0,29.4359,4.64,1.1382,0.0,15.4167,13.2283,0.0,18.1653,0.9955,1159986.024,30855.6282,727589.8,432396.224,0.0,751.01,0,0.0,Monitor forecast accuracy and review model error drivers
399,4,P4 - Routine,P01106,Vertex Smartphones 01106,Electronics,Seasonal,9.01,Low,88.0,High,46.51,Medium,Forecast Accuracy,40.0,0,0.0467,0.1786,0.0,20.106,4.8,2.7496,0.0,14.375,12.1061,0.0,18.1678,0.9848,1075887.774,28511.026,911769.3,164118.474,0.0,153.06,0,0.0,Monitor forecast accuracy and review model error drivers
400,4,P4 - Routine,P00746,ConnectX Cables 00746,Accessories,Volatile,9.0,Low,88.0,High,5.76,Low,Forecast Accuracy,40.0,0,0.0678,0.2569,0.0,21.1609,4.29,0.2593,0.0,16.6667,11.3819,0.0,19.791,0.9988,39320.834,1057.7304,9060.1,30260.734,0.0,758.66,0,0.0,Monitor forecast accuracy and review model error drivers
401,4,P4 - Routine,P01629,NovaTech Audio 01629,Electronics,Seasonal,8.98,Low,88.0,High,84.13,Very High,Forecast Accuracy,20.0,0,0.1902,1.3731,0.0,19.5856,5.67,4.4991,0.0,17.0833,11.6952,0.0,18.3548,0.9769,5995320.0437,155278.7891,5288044.14,707275.9037,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
402,4,P4 - Routine,P01815,NovaTech TVs 01815,Electronics,Volatile,8.98,Low,88.0,High,67.73,High,Forecast Accuracy,40.0,0,0.1385,0.4336,0.0,25.0547,4.3,1.4034,0.0,12.5,13.3816,0.0,20.08,0.9928,1912149.5017,49907.102,1315885.5,596264.0017,0.0,2081.88,0,0.0,Monitor forecast accuracy and review model error drivers
403,4,P4 - Routine,P00569,CarryPro Mobile Accessories 00569,Accessories,Volatile,8.98,Low,88.0,High,44.51,Medium,Forecast Accuracy,40.0,0,0.3193,1.3415,0.0,21.3908,3.43,0.6779,0.0,9.1667,12.3314,0.0,19.3693,0.9973,740549.836,19550.5157,269628.3,470921.536,0.0,10342.1,0,0.0,Monitor forecast accuracy and review model error drivers
404,4,P4 - Routine,P01696,NovaTech Smartphones 01696,Electronics,Volatile,8.97,Low,88.0,High,90.5,Very High,Forecast Accuracy,40.0,0,0.3526,1.2044,0.0,26.8244,3.6,1.3398,0.0,8.3333,13.0171,0.0,20.4131,0.9935,4960076.7025,127969.9789,3207439.9,1752636.8025,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
405,4,P4 - Routine,P01064,ComfortMax Microwaves 01064,Home Appliances,Seasonal,8.97,Low,88.0,High,63.85,High,Supplier,20.62,0,0.1825,1.1201,0.0,11.9105,5.43,2.289,0.0,20.625,10.9987,0.0,17.459,0.9894,1912726.9049,49922.1722,1492446.2,420280.7049,0.0,99.63,0,0.0,Monitor supplier performance and lead-time stability
406,4,P4 - Routine,P01418,Zenith Audio 01418,Electronics,Seasonal,8.96,Low,88.0,High,82.98,Very High,Supplier,25.21,0,0.1282,0.1686,0.0,18.644,6.16,2.23,0.0,25.2083,11.3894,0.0,18.084,0.99,3851044.6184,99742.0556,2916905.6,934139.0184,0.0,775.81,0,0.0,Monitor supplier performance and lead-time stability
407,4,P4 - Routine,P01189,Arctic Refrigerators 01189,Home Appliances,Seasonal,8.94,Low,88.0,High,64.73,High,Supplier,20.21,0,0.1382,0.819,0.0,12.835,6.15,4.6847,0.0,20.2083,11.4405,0.0,17.52,0.9764,2640665.0219,68657.2906,2339147.5,301517.5219,0.0,596.47,0,0.0,Monitor supplier performance and lead-time stability
408,4,P4 - Routine,P00729,Vertex Smartphones 00729,Electronics,Volatile,8.93,Low,88.0,High,88.12,Very High,Forecast Accuracy,40.0,0,0.2072,0.9767,0.0,27.1267,3.99,2.4509,0.0,8.5417,13.1341,0.0,18.6587,0.9892,5259507.7546,135169.3493,3816917.44,1442590.3146,0.0,213.42,0,0.0,Monitor forecast accuracy and review model error drivers
409,4,P4 - Routine,P00917,ComfortMax Air Conditioners 00917,Home Appliances,Volatile,8.93,Low,88.0,High,70.79,High,Supplier,25.0,0,0.085,0.3132,0.0,19.4299,5.7,0.3225,0.0,25.0,12.3871,0.0,19.8018,0.9981,1833234.7143,47480.7791,479830.09,1353404.6243,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
410,4,P4 - Routine,P00890,Vertex TVs 00890,Electronics,Volatile,8.92,Low,88.0,High,70.19,High,Forecast Accuracy,40.0,0,0.1318,0.4095,0.0,27.6388,4.31,1.6867,0.0,12.5,12.8367,0.0,19.9778,0.9927,2205343.283,56897.8567,1365172.38,840170.903,0.0,635.28,0,0.0,Monitor forecast accuracy and review model error drivers
411,4,P4 - Routine,P00224,Arctic Air Conditioners 00224,Home Appliances,Volatile,8.91,Low,88.0,High,35.01,Low,Supplier,21.88,0,0.2249,0.7829,0.0,18.6882,5.74,2.2213,0.0,21.875,11.9467,0.0,18.4448,0.9901,610290.0558,15989.5995,378724.0,231566.0558,0.0,517.68,0,0.0,Monitor supplier performance and lead-time stability
412,4,P4 - Routine,P01619,DermaX Grooming 01619,Personal Care,Seasonal,8.88,Low,88.0,High,22.44,Low,Forecast Accuracy,20.0,0,0.1506,1.9661,0.0,10.7256,4.85,2.8789,0.0,16.6667,9.8984,0.0,18.2837,0.9863,305006.8329,7991.179,261066.96,43939.8729,0.0,2788.42,0,0.0,Monitor forecast accuracy and review model error drivers
413,4,P4 - Routine,P00388,Vertex TVs 00388,Electronics,Volatile,8.87,Low,88.0,High,60.46,High,Forecast Accuracy,40.0,0,0.1189,0.4095,0.0,28.2877,4.17,1.0393,0.0,12.5,13.2386,0.0,20.0464,0.9965,1240660.8821,31884.9847,611096.1,629564.7821,0.0,591.73,0,0.0,Monitor forecast accuracy and review model error drivers
414,4,P4 - Routine,P01866,UrbanGear Cables 01866,Accessories,Volatile,8.87,Low,88.0,High,14.92,Low,Forecast Accuracy,40.0,0,0.0829,0.4376,0.0,22.2031,4.24,1.1631,0.0,13.5417,12.4193,0.0,18.481,0.9952,141286.3968,3701.7036,76243.92,65042.4768,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
415,4,P4 - Routine,P00947,Apex TVs 00947,Electronics,Seasonal,8.86,Low,88.0,High,70.47,High,Forecast Accuracy,20.0,0,0.1824,1.9271,0.0,17.8421,5.2,4.6787,0.0,13.5417,11.7435,0.0,18.1518,0.9765,3319409.6496,84976.887,2874937.4,444472.2496,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
416,4,P4 - Routine,P01593,Zenith TVs 01593,Electronics,Seasonal,8.85,Low,88.0,High,67.22,High,Forecast Accuracy,20.0,0,0.1841,1.1081,0.0,18.527,5.47,2.7817,0.0,19.1667,11.7567,0.0,17.7937,0.9859,2355638.004,60304.3329,1935168.3,420469.704,0.0,797.3,0,0.0,Monitor forecast accuracy and review model error drivers
417,4,P4 - Routine,P00180,NovaTech TVs 00180,Electronics,Trending,8.85,Low,88.0,High,55.64,Medium,Supplier,24.79,0,0.037,0.3372,0.0,17.9207,6.0,2.4833,0.0,24.7917,10.2656,0.0,17.4214,0.9875,1594580.2726,40980.713,1301453.01,293127.2626,0.0,466.04,0,0.0,Monitor supplier performance and lead-time stability
418,4,P4 - Routine,P00976,EverHome Washing Machines 00976,Home Appliances,Volatile,8.84,Low,88.0,High,93.77,Very High,Forecast Accuracy,40.0,0,0.0833,0.1124,0.0,20.3068,4.81,3.6902,0.0,12.5,12.1771,0.0,18.6929,0.9823,8954833.7778,225661.8112,7762900.09,1191933.6878,0.0,1682.91,0,0.0,Monitor forecast accuracy and review model error drivers
419,4,P4 - Routine,P01463,Vertex TVs 01463,Electronics,Volatile,8.84,Low,88.0,High,75.14,High,Forecast Accuracy,40.0,0,0.2704,0.8913,0.0,25.9831,4.23,3.3891,0.0,7.5,13.9357,0.0,18.9632,0.9839,3541420.32,89952.0761,2632088.0,909332.32,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
420,4,P4 - Routine,P01439,NovaTech Smartphones 01439,Electronics,Seasonal,8.83,Low,88.0,High,91.23,Very High,Forecast Accuracy,20.0,0,0.0667,1.3972,0.0,18.7382,5.42,3.9388,0.0,16.4583,11.7816,0.0,17.4409,0.9798,7848497.388,197782.1342,7209475.68,639021.708,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
421,4,P4 - Routine,P01195,Apex TVs 01195,Electronics,Volatile,8.82,Low,88.0,High,77.13,High,Forecast Accuracy,40.0,0,0.2237,0.583,0.0,25.8892,4.1,1.74,0.0,10.4167,13.4505,0.0,19.3866,0.9908,3255334.2655,82359.9569,1834835.67,1420498.5955,0.0,2547.28,0,0.0,Monitor forecast accuracy and review model error drivers
422,4,P4 - Routine,P01402,Vertex Audio 01402,Electronics,Seasonal,8.81,Low,88.0,High,89.73,Very High,Supplier,22.08,0,0.0016,0.2088,0.0,18.7175,6.54,4.8635,0.0,22.0833,11.7713,0.0,18.2389,0.9733,8997323.6633,225832.8239,7947282.69,1050040.9733,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
423,4,P4 - Routine,P00032,NovaTech TVs 00032,Electronics,Volatile,8.81,Low,88.0,High,24.34,Low,Forecast Accuracy,40.0,0,0.0145,0.0482,0.0,29.3544,4.45,0.8467,0.0,15.0,12.9608,0.0,19.0735,0.997,233573.8912,6049.5638,103964.64,129609.2512,0.0,1112.9,0,0.0,Monitor forecast accuracy and review model error drivers
424,4,P4 - Routine,P01772,PaperWorks Desk Accessories 01772,Office Supplies,Trending,8.8,Low,88.0,High,65.28,High,Supplier,25.0,0,0.028,0.7515,0.0,10.8088,5.05,0.0,0.0,25.0,8.6718,0.0,18.0614,1.0,1034026.7238,26264.2788,0.0,1034026.7238,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
425,4,P4 - Routine,P01775,WriteWell Desk Accessories 01775,Office Supplies,Stable,8.8,Low,76.0,Medium,54.69,Medium,Supplier,33.54,0,0.0988,1.476,0.0,6.5773,6.23,1.3534,0.0,33.5417,5.2516,0.0,16.3989,0.9961,940710.6857,23988.1225,631768.8,308941.8857,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
426,4,P4 - Routine,P00178,ComfortMax Air Conditioners 00178,Home Appliances,Seasonal,8.76,Low,88.0,High,33.79,Low,Supplier,20.21,0,0.1626,1.1786,0.0,12.2437,5.11,1.4721,0.0,20.2083,10.9468,0.0,17.4631,0.9935,480748.9696,12259.0987,297938.44,182810.5296,0.0,175.0,0,0.0,Monitor supplier performance and lead-time stability
427,4,P4 - Routine,P00991,DeskMate Paper 00991,Office Supplies,Trending,8.75,Low,88.0,High,91.34,Very High,Supplier,22.92,0,0.1232,0.7277,0.0,11.3356,5.43,2.2559,0.0,22.9167,8.7883,0.0,16.974,0.9898,6432738.4584,160175.1876,5317747.2,1114991.2584,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
428,4,P4 - Routine,P00480,PureLife Haircare 00480,Personal Care,Seasonal,8.74,Low,88.0,High,16.0,Low,Supplier,24.17,0,0.0535,0.5059,0.0,11.5278,5.83,2.386,0.0,24.1667,9.8965,0.0,17.456,0.9898,165416.2272,4251.197,136949.6,28466.6272,0.0,1817.39,0,0.0,Monitor supplier performance and lead-time stability
429,4,P4 - Routine,P01841,Arctic Washing Machines 01841,Home Appliances,Volatile,8.72,Low,88.0,High,78.6,High,Forecast Accuracy,20.0,0,0.2558,0.9274,0.0,19.0527,5.77,4.1043,0.0,18.125,12.1413,0.0,18.4464,0.9795,4622312.088,115095.571,3662487.72,959824.368,0.0,729.83,0,0.0,Monitor forecast accuracy and review model error drivers
430,4,P4 - Routine,P00911,PureLife Grooming 00911,Personal Care,Seasonal,8.72,Low,88.0,High,4.07,Low,Forecast Accuracy,20.0,0,0.1471,1.4428,0.0,11.488,5.02,2.099,0.0,19.375,9.8991,0.0,17.592,0.9913,32219.6562,828.0452,24051.28,8168.3762,0.0,9410.05,0,0.0,Monitor forecast accuracy and review model error drivers
431,4,P4 - Routine,P00661,EverHome Refrigerators 00661,Home Appliances,Volatile,8.71,Low,88.0,High,85.98,Very High,Supplier,21.25,0,0.0889,0.1606,0.0,19.5849,6.48,4.4919,0.0,21.25,12.9932,0.0,18.7712,0.9784,6879416.0736,170609.5186,5534691.12,1344724.9536,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
432,4,P4 - Routine,P00576,ConnectX Bags 00576,Accessories,Volatile,8.7,Low,88.0,High,29.43,Low,Forecast Accuracy,40.0,0,0.3759,1.2285,0.0,21.57,3.52,1.7382,0.0,8.3333,11.6438,0.0,19.5695,0.9908,452666.3048,11497.7241,289307.56,163358.7448,0.0,1646.65,0,0.0,Monitor forecast accuracy and review model error drivers
433,4,P4 - Routine,P01396,TechMate Cables 01396,Accessories,Volatile,8.68,Low,88.0,High,62.68,High,Supplier,23.54,0,0.0121,0.3582,0.0,19.1603,5.77,2.0448,0.0,23.5417,10.8284,0.0,19.0508,0.9905,1934497.9552,48168.9991,1308051.6,626446.3552,0.0,7622.13,0,0.0,Monitor supplier performance and lead-time stability
434,4,P4 - Routine,P00695,Zenith Laptops 00695,Electronics,Seasonal,8.67,Low,88.0,High,92.44,Very High,Supplier,20.33,0,0.1098,0.1927,0.0,18.8265,6.81,6.7732,0.0,20.3261,11.5195,0.0,17.1012,0.9665,12452234.868,305079.7543,11089776.6,1362458.268,0.0,302.13,0,0.0,Monitor supplier performance and lead-time stability
435,4,P4 - Routine,P00779,WriteWell Paper 00779,Office Supplies,Trending,8.67,Low,88.0,High,78.79,High,Supplier,21.87,0,0.1163,0.7854,0.0,10.8941,5.53,3.1544,0.0,21.875,8.6617,0.0,17.1477,0.9863,3952636.4392,97630.12,3470030.08,482606.3592,0.0,376.27,0,0.0,Monitor supplier performance and lead-time stability
436,4,P4 - Routine,P01192,Glow Grooming 01192,Personal Care,Seasonal,8.67,Low,88.0,High,36.4,Low,Forecast Accuracy,20.0,0,0.1581,1.5802,0.0,11.0196,4.76,1.8526,0.0,18.125,9.9222,0.0,17.1226,0.9911,626765.502,15731.8141,421364.09,205401.412,0.0,19082.55,0,0.0,Monitor forecast accuracy and review model error drivers
437,4,P4 - Routine,P00351,Glow Grooming 00351,Personal Care,Seasonal,8.67,Low,88.0,High,13.44,Low,Supplier,25.21,0,0.0657,0.2856,0.0,10.5157,5.91,2.2136,0.0,25.2083,9.7754,0.0,17.3212,0.9902,133353.2162,3387.1717,96722.21,36631.0062,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
